"R_fighter","B_fighter","R_odds","B_odds","R_ev","B_ev","date","location","country","Winner","title_bout","weight_class","gender","no_of_rounds","B_current_lose_streak","B_current_win_streak","B_draw","B_avg_SIG_STR_landed","B_avg_SIG_STR_pct","B_avg_SUB_ATT","B_avg_TD_landed","B_avg_TD_pct","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO/TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Stance","B_Height_cms","B_Reach_cms","B_Weight_lbs","R_current_lose_streak","R_current_win_streak","R_draw","R_avg_SIG_STR_landed","R_avg_SIG_STR_pct","R_avg_SUB_ATT","R_avg_TD_landed","R_avg_TD_pct","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO/TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Stance","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","B_age","lose_streak_dif","win_streak_dif","longest_win_streak_dif","win_dif","loss_dif","total_round_dif","total_title_bout_dif","ko_dif","sub_dif","height_dif","reach_dif","age_dif","sig_str_dif","avg_sub_att_dif","avg_td_dif","empty_arena","B_match_weightclass_rank","R_match_weightclass_rank","better_rank","finish","finish_details","finish_round","finish_round_time","total_fight_time_secs","R_kd_bout","B_kd_bout","R_sig_str_landed_bout","B_sig_str_landed_bout","R_sig_str_attempted_bout","B_sig_str_attempted_bout","R_sig_str_pct_bout","B_sig_str_pct_bout","R_tot_str_landed_bout","B_tot_str_landed_bout","R_tot_str_attempted_bout","B_tot_str_attempted_bout","R_td_landed_bout","B_td_landed_bout","R_td_attempted_bout","B_td_attempted_bout","R_td_pct_bout","B_td_pct_bout","R_sub_attempts_bout","B_sub_attempts_bout","R_pass_bout","B_pass_bout","R_rev_bout","B_rev_bout","isWeekend","days","month","year","class","rank"
"Roxanne Modafferi","Jennifer Maia",110,-130,110,76.92307692,2019-07-20,"San Antonio, Texas, USA","USA","0",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,4.05,0.38,0,0.25,0.5,1,1,6,0,0,0,1,0,0,0,1,"Orthodox",162.56,162.56,125,0,1,0,3.06,0.31,0.1,1.45,0.21,1,5,20,1,0,1,0,1,0,0,2,"Orthodox",170.18,175.26,125,36,30,0,0,0,-1,4,-14,-1,-1,0,-7.62,-12.7,6,0.99,-0.1,-1.2,0,"6","5","Red","U-DEC",NA,3,05:00:00,900,0,0,29,83,110,174,0.26,0.47,76,111,161,205,0,0,9,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jul","2019","R_Women's Flyweight_rank","5"
"Alexis Davis","Viviane Araujo",165,-190,165,52.63157895,2019-07-27,"Edmonton, Alberta, Canada","Canada","0",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,4.51,0.47,0,2.57,0.58,1,0,3,0,0,0,0,1,0,0,1,"Orthodox",162.56,172.72,125,2,0,0,4.27,0.46,0.8,0.74,0.33,3,5,34,1,0,2,4,1,1,0,8,"Orthodox",167.64,172.72,125,34,32,2,1,-2,-7,5,-31,-1,0,-1,-5.08,0,2,0.24,-0.8,1.83,0,NA,"8","Red","U-DEC",NA,3,05:00:00,900,0,0,68,67,137,148,0.49,0.45,134,79,213,162,0,2,4,2,0,1,0,0,0,0,1,0,TRUE,"Saturday","Jul","2019","R_Women's Flyweight_rank","8"
"Antonina Shevchenko","Lucie Pudilova",-160,140,62.5,140,2019-08-03,"Newark, New Jersey, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,2,0,0,4.15,0.36,0.6,0.16,0.12,2,3,15,0,0,0,2,0,0,0,2,"Orthodox",172.72,170.18,125,1,0,0,4.9,0.57,1,0.67,1,1,1,6,0,0,0,1,0,0,0,1,"Southpaw",172.72,170.18,125,34,25,-1,0,1,1,-2,9,0,0,0,0,0,9,-0.75,-0.4,-0.51,0,NA,"15","Red","SUB","Rear Naked Choke",2,01:20:00,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Aug","2019","R_Women's Flyweight_rank","15"
"Lauren Murphy","Mara Romero Borella",180,-220,180,45.45454545,2019-08-03,"Newark, New Jersey, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,2.98,0.35,0.3,1.68,0.41,1,1,7,0,0,1,0,0,1,0,2,"Orthodox",167.64,175.26,125,1,0,0,3.76,0.38,0,1.03,0.32,1,4,18,0,0,1,0,1,0,0,2,"Orthodox",165.1,170.18,125,36,33,1,1,0,0,3,-11,0,-1,1,2.54,5.08,3,-0.78,0.3,0.65,0,"10","9","Red","KO/TKO","Knee",3,01:46:00,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Aug","2019","R_Women's Flyweight_rank","9"
"Valentina Shevchenko","Katlyn Chookagian",-920,610,10.86956522,610,2020-02-08,"Houston, Texas, USA","USA","1",TRUE,"Women's Flyweight","FEMALE",5,0,2,0,4.35,0.32,0.1,0,0,3,2,24,0,0,1,5,0,0,0,6,"Orthodox",175.26,172.72,125,0,4,0,3.02,0.49,0.4,1.94,0.51,4,2,32,4,0,1,3,1,2,0,7,"Southpaw",165.1,167.64,125,31,31,0,-2,-1,-1,0,-8,-4,-1,-2,10.16,5.08,0,1.33,-0.3,-1.94,0,"1","0","Red","KO/TKO","Punches",3,01:03:00,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Feb","2020","R_Women's Flyweight_rank","0"
"Lauren Murphy","Andrea Lee",260,-320,260,31.25,2020-02-08,"Houston, Texas, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,1,0,0,5.02,0.53,0.5,1.75,0.46,3,1,12,0,0,0,3,0,0,0,3,"Orthodox",167.64,175.26,125,0,1,0,3.53,0.39,0,0.89,0.28,1,4,21,0,0,1,0,2,0,0,3,"Orthodox",165.1,170.18,125,36,30,-1,-1,2,0,3,-9,0,-2,0,2.54,5.08,6,1.49,0.5,0.86,0,"8","7","Red","S-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Feb","2020","R_Women's Flyweight_rank","7"
"Valentina Shevchenko","Liz Carmouche",-1100,700,9.090909091,700,2019-08-10,"Montevideo, Uruguay","Uruguay","1",TRUE,"Women's Flyweight","FEMALE",5,0,2,0,2.78,0.54,0.3,2.57,0.51,2,6,36,0,0,1,4,2,0,0,7,"Orthodox",167.64,167.64,125,0,3,0,3.02,0.49,0.4,1.94,0.51,3,2,27,3,0,1,2,1,1,1,6,"Southpaw",165.1,167.64,125,31,35,0,-1,-1,1,-4,9,-3,0,-1,2.54,0,-4,-0.24,-0.1,0.63,0,"3","0","Red","U-DEC",NA,5,05:00:00,1500,0,0,42,18,115,76,0.36,0.23,84,132,159,191,1,0,1,4,1,0,0,0,3,0,0,0,TRUE,"Saturday","Aug","2019","R_Women's Flyweight_rank","0"
"Joanne Calderwood","Andrea Lee",210,-250,210,40,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",FALSE,"Women's Flyweight","FEMALE",3,0,3,0,5.02,0.53,0.5,1.75,0.46,3,0,9,0,0,0,3,0,0,0,3,"Orthodox",167.64,175.26,125,1,0,0,6.19,0.47,0.5,1.85,0.56,2,4,21,0,0,0,3,1,1,0,5,"Orthodox",167.64,165.1,125,33,30,1,3,1,-2,4,-12,0,-1,-1,0,10.16,3,-1.17,0,-0.1,0,"6","5","Red","S-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Sep","2019","R_Women's Flyweight_rank","5"
"Maycee Barber","Gillian Robertson",-170,150,58.82352941,150,2019-10-18,"Boston, Massachusetts, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,2,0,2.18,0.5,1.3,3.44,0.47,2,1,8,0,0,0,0,1,3,0,4,"Orthodox",165.1,160.02,125,0,2,0,3.15,0.6,0.3,0.95,0.3,2,0,4,0,0,0,0,4,0,0,2,"Switch",165.1,165.1,125,21,24,0,0,0,2,-1,4,0,-3,3,0,-5.08,-3,-0.97,1,2.49,0,"15","12","Red","KO/TKO","Punches",1,03:04:00,184,0,0,34,12,68,28,0.5,0.42,40,15,74,31,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,"Friday","Oct","2019","R_Women's Flyweight_rank","12"
"Roxanne Modafferi","Maycee Barber",655,-830,655,12.04819277,2020-01-18,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,3,0,NA,0.61,0,1.39,0.3,3,0,5,0,0,0,0,3,0,0,3,"Switch",165.1,165.1,125,1,0,0,NA,0.31,0.1,1.51,0.2,1,4,19,1,0,1,0,1,0,0,2,"Orthodox",170.18,175.26,125,37,21,1,3,2,1,4,-14,-1,2,0,-5.08,-10.16,16,0,-0.1,-0.12,0,"9","7","Red","U-DEC",NA,3,05:00:00,900,1,0,19,16,43,31,0.44,0.51,112,25,155,45,1,0,1,0,1,0,0,1,10,1,1,3,TRUE,"Saturday","Jan","2020","R_Women's Flyweight_rank","7"
"Katlyn Chookagian","Jennifer Maia",-135,115,74.07407407,115,2019-11-02,"New York City, New York, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,2,0,NA,0.38,0,0.25,0.5,2,1,9,0,0,0,2,0,0,0,2,"Orthodox",162.56,162.56,125,0,1,0,NA,0.32,0.1,0,0,3,2,24,0,0,1,4,0,0,0,5,"Orthodox",175.26,172.72,125,30,31,0,1,-1,-3,1,-15,0,0,0,-12.7,-10.16,-1,0,-0.1,0.25,0,"5","1","Red","U-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Nov","2019","R_Women's Flyweight_rank","1"
"Jessica Eye","Viviane Araujo",185,-225,185,44.44444444,2019-12-14,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,2,0,NA,0.4867,0,2.91,1,2,0,6,0,0,0,1,1,0,0,2,"Orthodox",162.56,172.72,125,1,0,0,NA,0.3676,0.71,0.51,0.5,3,6,28,1,0,2,1,0,0,1,4,"Orthodox",167.64,167.64,125,33,33,1,2,-1,-2,6,-22,-1,0,0,-5.08,5.08,0,0,-0.71,2.4,0,"5","2","Red","U-DEC",NA,3,05:00:00,900,0,0,98,56,196,122,0.5,0.45,100,69,198,135,0,2,1,7,0,0.28,0,0,0,2,0,0,TRUE,"Saturday","Dec","2019","R_Women's Flyweight_rank","2"
"Valentina Shevchenko","Jessica Eye",-1100,700,9.090909091,700,2019-06-08,"Chicago, Illinois, USA","USA","1",TRUE,"Women's Flyweight","FEMALE",5,0,3,0,51.3,0.399,0.7,0.5,0.225,3,6,29,0,0,2,1,0,0,1,4,"Orthodox",167.64,167.64,125,0,2,0,59.42857143,0.575714286,0.428571429,2.428571429,0.601428571,2,2,25,2,0,1,2,0,2,0,5,"Southpaw",165.1,167.64,125,31,32,0,1,1,-1,-4,4,-2,1,-2,2.54,0,-1,-8.12857143,0.271428571,-1.928571429,0,"1","0","Red","KO/TKO","Kick",2,00:26:00,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jun","2019","R_Women's Flyweight_rank","0"
"Katlyn Chookagian","Joanne Calderwood",-105,-115,95.23809524,86.95652174,2019-06-08,"Chicago, Illinois, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,2,0,61.375,0.53625,0.5,1.125,0.26,2,3,18,0,0,0,3,1,1,0,5,"Orthodox",167.64,165.1,125,1,0,0,61.16666667,0.295,0.166666667,0,0,3,2,18,0,0,1,3,0,0,0,4,"Orthodox",175.26,172.72,125,30,33,1,2,-1,1,-1,0,0,1,1,-7.62,-7.62,-3,0.20833333,0.333333333,1.125,0,"6","2","Red","U-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jun","2019","R_Women's Flyweight_rank","2"
"Roxanne Modafferi","Antonina Shevchenko",270,-330,270,30.3030303,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia","Russia","1",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,66,0.49,0,2,1,1,0,3,0,0,0,1,0,0,0,1,"Southpaw",172.72,170.18,125,1,0,0,63.25,0.2875,0.25,1,0.3675,1,3,13,1,0,0,0,1,0,0,1,"Orthodox",170.18,175.26,125,36,34,1,1,0,0,3,-10,-1,-1,0,2.54,-5.08,2,2.75,-0.25,1,0,"12","7","Red","S-DEC",NA,3,05:00:00,900,0,0,33,64,79,116,0.41,0.55,105,87,162,144,5,0,6,0,0.83,0,0,0,5,0,2,2,TRUE,"Saturday","Apr","2019","R_Women's Flyweight_rank","7"
"Alexis Davis","Jennifer Maia",-145,125,68.96551724,125,2019-03-23,"Nashville, Tennessee, USA","USA","0",FALSE,"Women's Flyweight","FEMALE",3,1,0,0,42,0.4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,"Orthodox",162.56,162.56,125,1,0,0,38.66666667,0.427777778,1,0.666666667,0.313333333,3,3,23,1,0,2,3,0,1,0,6,"Orthodox",167.64,172.72,125,34,30,0,0,-3,-6,2,-20,-1,0,-1,-5.08,-10.16,4,3.33333333,-1,-0.666666667,0,NA,"5","Red","U-DEC",NA,3,05:00:00,900,0,0,72,60,122,128,0.59,0.46,107,70,174,142,1,0,2,0,0.5,0,0,0,2,0,0,0,TRUE,"Saturday","Mar","2019","R_Women's Flyweight_rank","5"
"Liz Carmouche","Lucie Pudilova",-155,135,64.51612903,135,2019-02-23,"Prague, Czech Republic","Czech Republic","1",FALSE,"Women's Flyweight","FEMALE",3,1,0,0,83,0.4125,0.5,0,0,2,2,12,0,0,0,2,0,0,0,2,"Orthodox",172.72,170.18,125,0,1,0,35.25,0.57875,0.25,2.75,0.66,2,4,21,1,0,1,2,1,0,0,4,"Orthodox",167.64,167.64,125,35,24,-1,-1,0,-2,2,-9,-1,-1,0,5.08,2.54,11,47.75,0.25,-2.75,0,NA,"6","Red","U-DEC",NA,3,05:00:00,900,0,0,14,33,29,105,0.48,0.31,40,57,56,133,3,0,3,1,1,0,2,2,2,1,0,1,TRUE,"Saturday","Feb","2019","R_Women's Flyweight_rank","6"
"Ashlee Evans-Smith","Andrea Lee",160,-185,160,54.05405405,2019-02-17,"Phoenix, Arizona, USA","USA","0",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,56,0.6,2,3,0.6,1,0,3,0,0,0,1,0,0,0,1,"Orthodox",167.64,175.26,125,0,1,0,54.33333333,0.431666667,0,0.833333333,0.275,2,3,14,0,0,1,1,1,0,0,3,"Orthodox",172.72,170.18,125,31,30,0,0,-1,-2,3,-11,0,-1,0,-5.08,5.08,1,1.66666667,2,2.166666667,0,"14","12","Red","U-DEC",NA,3,05:00:00,900,0,0,66,111,225,209,0.29,0.53,71,118,230,216,2,0,10,2,0.2,0,0,0,2,0,0,0,TRUE,"Sunday","Feb","2019","R_Women's Flyweight_rank","12"
"Montana De La Rosa","Nadia Kassem",-250,210,40,210,2019-02-09,"Melbourne, Victoria, Australia","Australia","1",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,52,0.49,6,0,0,1,0,3,0,0,0,1,0,0,0,1,"Southpaw",165.1,167.64,125,0,2,0,31,0.36,1,0,0,2,0,4,0,0,0,0,0,2,0,2,"Orthodox",170.18,172.72,125,23,23,0,-1,-1,-1,0,-1,0,0,-2,-5.08,-5.08,0,21,5,0,0,NA,"14","Red","SUB","Armbar",2,02:37:00,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Feb","2019","R_Women's Flyweight_rank","14"
"Mara Romero Borella","Taila Santos",185,-225,185,44.44444444,2019-02-02,"Fortaleza, Ceara, Brazil","Brazil","1",FALSE,"Women's Flyweight","FEMALE",3,0,0,0,NA,0.49,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",165.1,172.72,125,1,0,0,41,0.485,0.5,1,0.665,1,1,4,0,0,0,0,0,1,0,1,"Orthodox",167.64,175.26,125,32,25,1,0,-1,-1,1,-4,0,0,-1,-2.54,-2.54,7,-41,-0.5,-1,0,NA,"12","Red","S-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Feb","2019","R_Women's Flyweight_rank","12"
"Joanne Calderwood","Ariane Lipski",215,-255,215,39.21568627,2019-01-19,"Brooklyn, New York, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,0,0,NA,0.31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",160.02,170.18,125,0,1,0,58,0.542857143,0.285714286,1.142857143,0.25,2,3,15,0,0,0,2,1,1,0,4,"Orthodox",167.64,165.1,125,33,24,0,-1,-2,-4,3,-15,0,-1,-1,-7.62,5.08,9,-58,-0.285714286,-1.142857143,0,NA,"10","Red","U-DEC",NA,3,05:00:00,900,0,0,85,53,172,154,0.49,0.34,121,69,213,171,1,1,3,1,0.33,1,2,0,4,1,1,0,TRUE,"Saturday","Jan","2019","R_Women's Flyweight_rank","10"
"Valentina Shevchenko","Joanna Jedrzejczyk",-300,250,33.33333333,250,2018-12-08,"Toronto, Ontario, Canada","Canada","1",TRUE,"Women's Flyweight","FEMALE",5,0,1,0,115.1818182,0.425454545,0,0.181818182,0.136363636,8,2,40,8,0,1,6,2,0,0,9,"Orthodox",167.64,165.1,125,0,1,0,54.5,0.595,0.5,2,0.643333333,2,2,20,1,0,1,1,0,2,0,4,"Southpaw",165.1,167.64,125,30,31,0,0,6,5,0,20,7,2,-2,2.54,-2.54,-1,60.6818182,-0.5,-1.818181818,0,NA,"1","Red","U-DEC",NA,5,05:00:00,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Dec","2018","R_Women's Flyweight_rank","1"
"Katlyn Chookagian","Jessica Eye",-235,195,42.55319149,195,2018-12-08,"Toronto, Ontario, Canada","Canada","0",FALSE,"Women's Flyweight","FEMALE",3,0,2,0,48,0.396666667,0.777777778,0.555555556,0.25,2,6,26,0,0,1,1,0,0,1,3,"Orthodox",167.64,167.64,125,0,3,0,60.4,0.29,0.2,0,0,3,1,15,0,0,1,3,0,0,0,4,"Orthodox",175.26,172.72,125,29,32,0,-1,-1,-1,-5,11,0,1,0,-7.62,-5.08,-3,-12.4,0.577777778,0.555555556,0,"9","3","Red","S-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Dec","2018","R_Women's Flyweight_rank","3"
"Sijara Eubanks","Roxanne Modafferi",-600,450,16.66666667,450,2018-11-03,"New York City, New York, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,75,0.306666667,0.333333333,1,0.406666667,1,2,10,1,0,0,0,1,0,0,1,"Orthodox",170.18,175.26,125,0,1,0,75,0.35,0,2,0.5,1,0,3,0,0,0,1,0,0,0,1,"Orthodox",162.56,170.18,135,33,36,0,0,0,0,-2,7,1,1,0,7.62,5.08,-3,0,0.333333333,-1,0,"7","4","Red","U-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Nov","2018","R_Women's Flyweight_rank","4"
"Alexis Davis","Katlyn Chookagian",140,-160,140,62.5,2018-07-28,"Calgary, Alberta, Canada","Canada","0",FALSE,"Women's Flyweight","FEMALE",3,0,2,0,60,0.2875,0.25,0,0,2,1,12,0,0,1,2,0,0,0,3,"Orthodox",175.26,172.72,125,0,2,0,34.75,0.43875,1.125,0.625,0.29,3,2,20,1,0,2,3,0,1,0,6,"Orthodox",167.64,172.72,125,33,29,0,0,-1,-3,1,-8,-1,0,-1,7.62,0,4,25.25,-0.875,-0.625,0,"7","3","Red","U-DEC",NA,3,05:00:00,900,0,0,70,62,201,202,0.34,0.3,77,62,208,202,1,0,2,0,0.5,0,0,0,0,0,0,0,TRUE,"Saturday","Jul","2018","R_Women's Flyweight_rank","3"
"Liz Carmouche","Jennifer Maia",-115,-105,86.95652174,95.23809524,2018-07-14,"Boise, Idaho, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",162.56,162.56,125,1,0,0,32.71428571,0.565714286,0.285714286,2.714285714,0.647142857,2,4,18,1,0,1,1,1,0,0,3,"Orthodox",167.64,167.64,125,34,29,1,0,-2,-3,4,-18,-1,-1,0,-5.08,-5.08,5,-32.71428571,-0.285714286,-2.714285714,0,NA,"7","Red","U-DEC",NA,3,05:00:00,900,0,0,53,42,78,104,0.67,0.4,109,55,135,118,3,0,4,0,0.75,0,0,0,5,0,0,0,TRUE,"Saturday","Jul","2018","R_Women's Flyweight_rank","7"
"Roxanne Modafferi","Barb Honchak",130,-150,130,66.66666667,2018-07-06,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,1,0,0,71,0.3,2,0,0,0,1,3,0,0,0,0,0,0,0,0,"Orthodox",162.56,165.1,125,2,0,0,87,0.265,0.5,1,0.11,0,2,8,1,0,0,0,0,0,0,0,"Orthodox",170.18,175.26,125,35,38,1,0,0,0,1,-5,-1,0,0,-7.62,-10.16,-3,-16,1.5,-1,0,"7","8","Blue","KO/TKO","Elbows",2,03:32:00,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Friday","Jul","2018","R_Women's Flyweight_rank","8"
"Jessica-Rose Clark","Jessica Eye",-165,145,60.60606061,145,2018-06-23,"Kallang, Singapore","Singapore","0",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,45.625,0.41,0.875,0.5,0.21875,1,6,23,0,0,1,0,0,0,1,2,"Orthodox",167.64,167.64,125,0,2,0,78,0.57,1,2,0.66,2,0,6,0,0,1,1,0,0,0,2,"Orthodox",165.1,162.56,125,30,31,0,-1,-1,0,-6,17,0,1,0,2.54,5.08,-1,-32.375,-0.125,-1.5,0,"10","9","Red","U-DEC",NA,3,05:00:00,900,0,0,51,67,139,225,0.36,0.29,51,74,139,232,0,1,0,2,0,0.5,0,0,0,2,0,0,TRUE,"Saturday","Jun","2018","R_Women's Flyweight_rank","9"
"Sijara Eubanks","Lauren Murphy",-210,175,47.61904762,175,2018-06-01,"Utica, New York, USA","USA","1",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,57.2,0.424,0,1.2,0.36,1,3,15,0,0,1,0,1,0,0,2,"Orthodox",170.18,170.18,125,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",162.56,170.18,135,33,34,0,1,1,2,-3,15,0,1,0,7.62,0,-1,57.2,0,1.2,0,"3","2","Red","U-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Friday","Jun","2018","R_Women's Flyweight_rank","2"
"Kalindra Faria","Jessica Eye",115,-135,115,74.07407407,2018-01-14,"St. Louis, Missouri, USA","USA","0",FALSE,"Women's Flyweight","FEMALE",3,4,0,0,48.57142857,0.395714286,0.142857143,0.142857143,0.142857143,1,6,20,0,0,0,0,0,0,1,1,"Orthodox",167.64,167.64,125,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Switch",170.18,157,125,31,31,-3,0,1,1,-5,19,0,1,0,-2.54,10.64,0,48.57142857,0.142857143,0.142857143,0,NA,"13","Red","S-DEC",NA,3,05:00:00,900,0,0,38,25,70,49,0.54,0.51,52,53,91,86,1,3,2,4,0.5,0.75,1,6,1,3,0,0,TRUE,"Sunday","Jan","2018","R_Women's Flyweight_rank","13"
"Dustin Poirier","Conor McGregor",250,-305,250,32.78688525,2021-01-23,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",FALSE,"Lightweight","MALE",5,0,1,0,5.43,0.49,0,0.75,0.62,7,2,25,4,1,0,1,8,0,0,10,"Southpaw",175.26,187.96,155,0,1,0,5.57,0.5,1.3,1.46,0.35,5,6,62,2,1,0,6,9,3,0,19,"Southpaw",175.26,182.88,155,32,32,0,0,2,-9,-4,-37,2,-1,-3,0,5.08,0,-0.14,-1.3,-0.71,0,"Dustin Poirier","Conor McGregor",NA,NA,"Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jan","2021","R_Women's Featherweight_rank","2"
"Dan Hooker","Michael Chandler",-134,105,74.62686567,105,2021-01-23,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","0",FALSE,"Lightweight","MALE",3,0,2,0,4.08,0.47,1.5,2.57,0.41,2,0,3,0,0,0,0,1,1,0,2,"Orthodox",172.72,180.34,155,1,0,0,4.98,0.48,0.3,0.74,0.34,4,5,37,0,0,1,1,6,2,0,10,"Switch",182.88,190.5,155,30,34,-1,2,-2,-8,-5,-34,0,-5,-1,-10.16,-10.16,4,-0.9,1.2,1.83,0,"Dan Hooker","Michael Chandler",NA,NA,"Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jan","2021","R_Women's Featherweight_rank","6"
"Jessica Eye","Joanne Calderwood",-105,-117,95.23809524,85.47008547,2021-01-23,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","0",FALSE,"Women's Flyweight","FEMALE",3,1,0,0,6.17,0.48,0.5,1.9,0.57,2,5,25,0,0,1,3,1,1,0,6,"Orthodox",167.64,165.1,125,1,0,0,3.65,0.36,0.6,0.4,0.45,3,7,39,1,0,2,2,1,0,0,5,"Orthodox",167.64,167.64,125,34,35,0,0,-1,1,-2,-14,-1,0,1,0,-2.54,1,2.52,-0.1,1.5,0,"Jessica Eye","Joanne Calderwood",NA,NA,"Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jan","2021","R_Women's Featherweight_rank","6"
